,year,biome,country_of_production,product_type,forest_500_beef,zero_deforestation_paraguay_beef,department,district_of_export,exporter,exporter_group,country_of_destination,economic_bloc,volume,fob,cattle_deforestation_5_year_total_exposure,co2_emissions_cattle_deforestation_5_year_total_exposure,land_use,department_trase_id
255,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,VILLETA,JBS PARAGUAY,MINERVA,TAIWAN,TAIWAN,152.73640297311852,524120.9759999999,11.275001267475613,4299.2594002600235,213.4675672284222,PY-02
256,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},ITAPUA,CIUDAD DEL ESTE,JBS PARAGUAY,MINERVA,NETHERLANDS,EUROPEAN UNION,152.15912894277793,763382.2139999999,7.212342711887675,2749.8806419054595,59.569306676592014,PY-07
257,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,VIETNAM,VIETNAM,151.9526051215621,599643.558,118.82541767901036,35770.62941802296,954.783051392762,PY-15
258,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{NONE},BOQUERON,VILLETA,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,KUWAIT,KUWAIT,151.75661611456465,286467.95,1131.9647401278269,251862.2745661682,4126.484753344105,PY-16
259,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},ITAPUA,SAN ANTONIO,JBS PARAGUAY,MINERVA,VIETNAM,VIETNAM,148.44111678541955,482446.05500000017,7.036108935628888,2682.687238992816,58.11372916397186,PY-07
260,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},NEEMBUCU,ASUNCION,FRIGOMERC,MINERVA,ARGENTINA,ARGENTINA,148.4294373380606,409383.55500000005,1.1770454380908206,448.66359741924936,48.67701232233179,PY-12
261,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},MISIONES,ASUNCION,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,145.67955729797717,347974.89800000016,7.451509355791532,2841.453542776731,119.95021583491014,PY-08
262,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{NONE},SAN PEDRO,CIUDAD DEL ESTE,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,BRAZIL,BRAZIL,144.84074844920593,170715.594,10.692144050520383,4077.010700720391,202.43243657137543,PY-02
263,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},CANINDEYU,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,ISRAEL,ISRAEL,143.40857854040252,564955.615,,,,PY-14
264,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,SAN ANTONIO,FRIGOMERC,MINERVA,TAIWAN,TAIWAN,141.34406712097845,495534.951,,,,PY-14
265,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},AMAMBAY,VILLETA,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,VIETNAM,VIETNAM,140.5781058947404,297293.33699999994,5.722934690974881,2182.0083747042736,50.13159946352763,PY-13
266,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,CIUDAD DEL ESTE,FRIGOMERC,MINERVA,LEBANON,LEBANON,140.41855402998414,515893.003,,,,PY-14
267,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{UNKNOWN},ALTO PARAGUAY,ASUNCION,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,VIETNAM,VIETNAM,139.81762255546633,392822.67499999993,618.8062320822085,141958.66798594914,2690.2768745579365,PY-17
268,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,EGYPT,EGYPT,139.3486751114789,229214.53,108.9692704504254,32803.58249414361,875.587181437516,PY-15
269,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},CANINDEYU,SAN ANTONIO,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,139.15858761132685,313861.79500000004,,,,PY-14
270,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},AMAMBAY,ASUNCION,JBS PARAGUAY,MINERVA,CHILE,CHILE,138.62576968651817,448807.071,5.643455083938155,2151.704836827835,49.43537627723699,PY-13
271,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},BOQUERON,MARIANO ROQUE ALONSO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,TAIWAN,TAIWAN,138.00023507398225,481465.057,1029.3547934356395,229031.5505596155,3752.4285963308153,PY-16
272,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,VILLA HAYES,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,SWITZERLAND,SWITZERLAND,137.7231056018603,1000230.128,107.69809134959876,32420.91288163327,865.3730346290226,PY-15
273,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{UNKNOWN},BOQUERON,ASUNCION,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,VIETNAM,VIETNAM,137.62428814458832,386660.417,1026.550575213536,228407.61170819937,3742.2060484648327,PY-16
274,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,VIETNAM,VIETNAM,134.86942594122888,521071.29,596.9064540249502,136934.69899369232,2595.0669955831454,PY-17
275,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,CIUDAD DEL ESTE,JBS PARAGUAY,MINERVA,GERMANY,EUROPEAN UNION,134.61772154103787,721512.4230000001,9.937480204159415,3789.250588013088,188.1445219595496,PY-02
276,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},AMAMBAY,ASUNCION,FRIGOMERC,MINERVA,URUGUAY,URUGUAY,132.9917183358532,425328.7249999999,5.414092853452584,2064.2548946592456,47.42621557706391,PY-13
277,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{NONE},BOQUERON,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,TAIWAN,TAIWAN,132.8098678613207,348412.894,990.63942916702,220417.37790945751,3611.294906639579,PY-16
278,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,CIUDAD DEL ESTE,JBS PARAGUAY,MINERVA,ITALY,EUROPEAN UNION,132.30766874535482,757801.444,9.766952106782094,3724.2266906080586,184.9159442212716,PY-02
279,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,ITALY,EUROPEAN UNION,132.29293705886408,552172.704,585.5034037644913,134318.7560021283,2545.4919253516955,PY-17
280,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,SAN ANTONIO,JBS PARAGUAY,MINERVA,ITALY,EUROPEAN UNION,132.01793230962372,548593.653,9.745563763096424,3716.0711227757192,184.5110025644759,PY-02
281,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{NONE},PRESIDENTE HAYES,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,VIETNAM,VIETNAM,131.8200284387893,415613.1400000002,103.08194403884886,31031.29020647557,828.2814821554409,PY-15
282,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{NONE},BOQUERON,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,KUWAIT,KUWAIT,129.33886950279188,249867.934,964.7489747308848,214656.7490553288,3516.9133753952424,PY-16
283,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,TAIWAN,TAIWAN,128.54180881205116,474493.63,100.5184090729359,30259.576030696033,807.6830295270789,PY-15
284,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},CANINDEYU,VILLETA,JBS PARAGUAY,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,126.4078709344596,292461.00700000004,,,,PY-14
285,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{NONE},ALTO PARAGUAY,VILLETA,FRIGORIFICO NORTE,FRIGORIFICO NORTE,TAIWAN,TAIWAN,126.33885001044614,376492.45,559.1517457647326,128273.4932447066,2430.9273776022924,PY-17
286,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,,{UNKNOWN},CONCEPCION,JOSE FALCON,SANEGO,SANEGO,CHILE,CHILE,123.23917717178784,430674.084,14.30560368610113,5454.915980886498,180.94854178605087,PY-01
287,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},BOQUERON,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,QATAR,QATAR,122.65369797776128,403788.91,914.8837455119595,203561.7302728324,3335.1337661905704,PY-16
288,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,VILLETA,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,122.02652009762124,226126.986,910.2055755297648,202520.8369563235,3318.07988065797,PY-16
289,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},BOQUERON,VILLETA,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,SWITZERLAND,SWITZERLAND,121.94251699372316,877580.1709999999,909.5789896575404,202381.4215333912,3315.79571317754,PY-16
290,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,MARIANO ROQUE ALONSO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,TAIWAN,TAIWAN,121.40125207500876,423553.343,94.93456511013612,28578.64263258303,762.8158648964868,PY-15
291,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,ANGOLA,ANGOLA,120.134655078646,261163.626,531.6931577936223,121974.29266937048,2311.550421785081,PY-17
292,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},AMAMBAY,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),SPAIN,EUROPEAN UNION,120.04943926270622,640277.402,4.88721267238477,1863.3689804151616,42.81086565105189,PY-13
293,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},ITAPUA,CONCEPCION,JBS PARAGUAY,MINERVA,BRAZIL,BRAZIL,119.65312534373516,415445.646,5.671558141293047,2162.419142462119,46.84341825520138,PY-07
294,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},AMAMBAY,VILLETA,JBS PARAGUAY,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,119.51388592894445,352118.065,4.865410296167328,1855.056292945578,42.61988182004475,PY-13
295,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{NONE},PRESIDENTE HAYES,VILLETA,COOPERATIVA NEULAND,COOPERATIVA NEULAND,RUSSIAN FEDERATION,RUSSIAN FEDERATION,116.66666676,206570.0,91.2321667396524,27464.09052197127,733.0664452631279,PY-15
296,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},ALTO PARAGUAY,VILLETA,FRIGORIFICO NORTE,FRIGORIFICO NORTE,VIETNAM,VIETNAM,116.64623342665033,350543.12,516.2540663620033,118432.45236312298,2244.4285531139976,PY-17
297,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},NEEMBUCU,ASUNCION,FRIGOMERC,MINERVA,BRAZIL,BRAZIL,116.09617759287693,130798.179,0.920642688311514,350.9285598570928,38.07341163999005,PY-12
298,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{UNKNOWN},PRESIDENTE HAYES,ASUNCION,HAWKER INTERNATIONAL,HAWKER INTERNATIONAL,ITALY,EUROPEAN UNION,116.0000000928,338398.71,90.71084007256869,27307.15286184572,728.8774941473386,PY-15
299,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CAAZAPA,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),SPAIN,EUROPEAN UNION,115.8714192593638,617994.1630000001,9.87572106347558,3765.6067638036943,82.04058548900692,PY-06
300,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},CAAZAPA,VILLETA,JBS PARAGUAY,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,115.3545067589503,339863.48099999997,9.831664611065335,3748.808063828381,81.67459528666386,PY-06
301,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,,{NONE},ALTO PARAGUAY,VILLETA,FRIGORIFICO NORTE,FRIGORIFICO NORTE,VIETNAM,VIETNAM,115.26106922397526,254919.56,510.1235927821619,117026.076960941,2217.776152981504,PY-17
302,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},BOQUERON,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,PERU,PERU,114.70791009176632,133755.05899999998,855.6154780072923,190374.53447587148,3119.0761510147554,PY-16
303,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO NORTE,FRIGORIFICO NORTE,PERU,PERU,114.59988342501325,201444.17,507.19731006125784,116354.76633788532,2205.054059498417,PY-17
304,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,4.0,{NONE},ITAPUA,SAN ANTONIO,JBS PARAGUAY,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,114.1882367580173,219417.60899999997,5.412522422330021,2063.655489985591,44.703950013118714,PY-07
305,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO NORTE,FRIGORIFICO NORTE,CHINA (HONG KONG),CHINA (HONG KONG),113.71740009097392,311302.57999999996,503.29160649663334,115458.76942182904,2188.073907337648,PY-17
306,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},NEEMBUCU,ASUNCION,JBS PARAGUAY,MINERVA,BRAZIL,BRAZIL,113.24207463930426,415750.8080000001,0.8980096518896827,342.3013486952106,37.13741668419272,PY-12
307,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},CAAGUAZU,VILLETA,TRIPERA PARAGUAYA (TRIPAR),TRIPERA PARAGUAYA (TRIPAR),ITALY,EUROPEAN UNION,111.75704758940564,680485.5019999999,3.856735712310388,1470.6825137394458,27.413496680555724,PY-05
308,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},CAAZAPA,VILLETA,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,VIETNAM,VIETNAM,111.24999321113292,235270.497,9.48183692138486,3615.41896687438,78.76847144039635,PY-06
309,2019,CHACO HUMEDO,PARAGUAY,BEEF,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,ANGOLA,ANGOLA,109.83404,236117.01,85.8891209396,25855.6458389196,690.134136062363,PY-15
310,2019,CHACO SECO,PARAGUAY,BEEF BONELESS,0.0,{NONE},BOQUERON,SAN ANTONIO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,GERMANY,EUROPEAN UNION,109.53983423460694,646157.5389999999,817.066386742672,181797.3575867135,2978.548595942003,PY-16
311,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,QATAR,QATAR,107.90062700221269,355220.26,84.37721130946031,25400.50787139011,677.9856772705377,PY-15
312,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},ITAPUA,SAN ANTONIO,JBS PARAGUAY,MINERVA,TAIWAN,TAIWAN,107.60104382103442,352423.46400000004,5.100289477117032,1944.6091043512624,42.12510693661437,PY-07
313,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,VILLETA,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,SWITZERLAND,SWITZERLAND,107.27500317327689,772022.8290000001,83.8879797314708,25253.231961759968,674.054615819255,PY-15
314,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,VILLETA,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,107.04476446846915,271960.13600000006,,,,PY-14
315,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CAAGUAZU,VILLETA,JBS PARAGUAY,MINERVA,ITALY,EUROPEAN UNION,107.04095973214638,468017.287,3.693983520356371,1408.6204953295428,26.256661728229716,PY-05
316,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,COTE D'IVOIRE,COTE D'IVOIRE,106.72331258537864,148124.872,472.33710407349463,108357.58054502918,2053.4983686392043,PY-17
317,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,,{UNKNOWN},CONCEPCION,ASUNCION,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,BRAZIL,BRAZIL,103.909654875705,440482.12000000005,12.061832737971836,4599.336428218551,152.56755975448766,PY-01
318,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,CONGO DEMOCRATIC REPUBLIC OF THE,CONGO DEMOCRATIC REPUBLIC OF THE,103.875391749767,55872.68,81.22951759440029,24452.941369187603,652.6934067377013,PY-15
319,2019,CHACO SECO,PARAGUAY,BEEF,0.0,{NONE},BOQUERON,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,SINGAPORE,SINGAPORE,103.319025,117629.41199999998,770.664872997,171473.01586386224,2809.395677820208,PY-16
320,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,LUQUE,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,SWITZERLAND,SWITZERLAND,102.64956244118694,653909.01,80.27093133338379,24164.37319431565,644.9909981689478,PY-15
321,2019,CHACO SECO,PARAGUAY,MEAT PREPARATIONS,,{NONE},BOQUERON,VILLA HAYES,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,URUGUAY,URUGUAY,102.15800029188,135484.35,762.0046968171562,169546.12574663747,2777.8257148164453,PY-16
322,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,,{UNKNOWN},SAN PEDRO,VILLETA,SANEGO,SANEGO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,101.77240508141792,209860.609,7.512838943110272,2864.71306588492,142.2392258873571,PY-02
323,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,,{UNKNOWN},PRESIDENTE HAYES,ASUNCION,FRIGORIFICO ALL FOOD,FRIGORIFICO ALL FOOD,VIETNAM,VIETNAM,101.00994618591236,283791.107,78.98876781792163,23778.396886714516,634.6885896641917,PY-15
324,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,CIUDAD DEL ESTE,JBS PARAGUAY,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,100.14065177999905,311770.298,7.392382914399531,2818.7820986533225,139.9586536020968,PY-02
325,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},CANINDEYU,VILLETA,FRIGOMERC,MINERVA,ISRAEL,ISRAEL,99.34315736029802,369965.65,,,,PY-14
326,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},CAAGUAZU,VILLETA,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,BAHRAIN,BAHRAIN,98.5046330044871,334643.826,3.39939488498485,1296.2855086711686,24.16273951517538,PY-05
327,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,4.0,{NONE},SAN PEDRO,SAN ANTONIO,JBS PARAGUAY,MINERVA,KUWAIT,KUWAIT,98.46751211926004,261083.062,7.268871744643778,2771.686178660719,137.62023888197143,PY-02
328,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,0.0,{NONE},CAAGUAZU,VILLETA,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,98.04492257843592,192607.483,3.3835302781818237,1290.2358849600885,24.049974633582668,PY-05
329,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,97.69310091148785,207894.868,432.371102945072,99189.08806584858,1879.7450949487288,PY-17
330,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,0.0,{NONE},PRESIDENTE HAYES,SAN ANTONIO,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,GERMANY,EUROPEAN UNION,96.36413666340762,568436.2409999999,75.35579122941813,22684.743173813094,605.4969862129838,PY-15
331,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,ASUNCION,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,96.1605809102618,204633.59300000005,717.2694658561156,159592.53211984463,2614.747094119112,PY-16
332,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,0.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,GABON,GABON,96.03817341016386,262956.172,425.04670826043736,97508.81844455624,1847.902090436793,PY-17
333,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},CANINDEYU,VILLETA,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,93.41966192918235,238154.62100000004,,,,PY-14
334,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,RUSSIAN FEDERATION,RUSSIAN FEDERATION,93.30719174131242,158972.30000000002,72.9652908697889,21965.118499579345,586.2888969648744,PY-15
335,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},ALTO PARAGUAY,ASUNCION,FRIGORIFICO NORTE,FRIGORIFICO NORTE,COTE D'IVOIRE,COTE D'IVOIRE,93.2960000746368,51919.21,412.91037009032834,94724.65385225974,1795.1390311330829,PY-17
336,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA CHORTITZER,COOPERATIVA CHORTITZER,KOSOVO,KOSOVO,93.27372507461898,135789.45,72.9391202711013,21957.240229041043,586.0786116188618,PY-15
337,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},BOQUERON,VILLETA,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,RUSSIAN FEDERATION,RUSSIAN FEDERATION,93.26787507461428,155897.95,695.6925416115539,154791.66419019204,2536.090183914303,PY-16
338,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,4.0,{NONE},PRESIDENTE HAYES,ASUNCION,JBS PARAGUAY,MINERVA,CHINA (HONG KONG),CHINA (HONG KONG),93.14621674118364,352300.48000000004,72.83941002943821,21927.22393982128,585.2774223560782,PY-15
339,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGOMERC,MINERVA,ISRAEL,ISRAEL,92.45720590729916,369821.373,409.1980264765837,93873.0151207944,1778.9995166022347,PY-17
340,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,,{NONE},BOQUERON,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,COLOMBIA,COLOMBIA,92.23817507379054,84320.27,688.0119269294096,153082.72660995193,2508.0911321252865,PY-16
341,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,ASUNCION,FRIGOMERC,MINERVA,ISRAEL,ISRAEL,91.00681923947212,364019.947,678.8271452527617,151039.1117141267,2474.608762747596,PY-16
342,2019,CHACO HUMEDO,PARAGUAY,BEEF,0.0,{NONE},PRESIDENTE HAYES,ASUNCION,COOPERATIVA FERNHEIM,COOPERATIVA FERNHEIM,SINGAPORE,SINGAPORE,90.891575,103480.678,71.07630273425,21396.46664132175,571.1105463112572,PY-15
343,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},ALTO PARAGUAY,ASUNCION,FRIGOMERC,MINERVA,PERU,PERU,90.7547150726038,102344.81299999998,401.6631255154806,92144.45382262356,1746.241330344914,PY-17
344,2019,MATA ATLANTICA,PARAGUAY,BEEF OFFALS,0.0,{NONE},AMAMBAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,VIETNAM,VIETNAM,90.5190050724152,282370.011,3.685028696498023,1405.007030652405,32.28000887652538,PY-13
345,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,ASUNCION,FRIGOMERC,MINERVA,PERU,PERU,89.33103507146483,100739.317,666.3273370808619,148257.90307200947,2429.041735778853,PY-16
346,2019,CHACO SECO,PARAGUAY,BEEF OFFALS,4.0,{NONE},BOQUERON,VILLETA,FRIGOMERC,MINERVA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,89.1971100713577,189612.91300000003,665.3283797910628,148035.6349692284,2425.4001187925037,PY-16
347,2019,CHACO HUMEDO,PARAGUAY,BEEF OFFALS,,{NONE},PRESIDENTE HAYES,ASUNCION,FRIGORIFICO GUARANI,FRIGORIFICO GUARANI,RUSSIAN FEDERATION,RUSSIAN FEDERATION,88.45327507076263,145538.60300000003,69.16957657258567,20822.47501341273,555.7896675097021,PY-15
348,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},AMAMBAY,ASUNCION,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,EGYPT,EGYPT,86.15026710252613,193103.44,3.507177373743839,1337.1968778799376,30.722071951186727,PY-13
349,2019,CHACO HUMEDO,PARAGUAY,BEEF BONELESS,4.0,{NONE},MISIONES,ASUNCION,FRIGOMERC,MINERVA,BRAZIL,BRAZIL,85.23576468785984,284973.3189999999,4.359809363784031,1662.5082477990622,70.1817644204522,PY-08
350,2019,MATA ATLANTICA,PARAGUAY,BEEF BONELESS,0.0,{NONE},CANINDEYU,VILLETA,FRIGORIFICO CONCEPCION,FRIGORIFICO CONCEPCION,ISRAEL,ISRAEL,84.96554605534298,351801.41299999994,,,,PY-14
